msno,song_id,source_system_tab,source_screen_name,source_type,target
fMG4AaZOizCkbKlq+3PInJtVGmaqsxRWnK8HUT8iVD4=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
OOETiYOFhuTowtgRUIiKommGv0eo6XUHLc1ofgwcJew=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
3pYMdtwa7iSkanXKHr9eNv9PGQ0/52C0wBnM1TeFxiA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
5tGC0nyWr2SDeMixPnbsdUkgb1WLLeW2NC/AQbQcR/o=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,0
CYb4RkfFA6c2hTfrymGqHECXGPS4cCor0pbWWzIJtaA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
PCb6/VjERrZ8u+yM5o/cfZ5QzgNEWCmSYYV3pbGbrP0=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
M/Si1np6hIsrq+VB8rdG8Eci2+FCx9pPLLb7F1pzNXg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,0
P96aZ+xPVvxIw/v3E+KOiK8yYOAcwne0fLdznuyvFkw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
TpvFG3c7JFrhrScNN3HgWqydVQMtAuvZKseiJ1RTYRA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
Sf+CPsyBujIr3MsI4W/XYmQ3blDN47OaL/I2LJLRm4Y=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
97Q8nu3PuA/efZMcYC5Yt1J7Sh78YCwu0RM0UWJPHxU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
6TLiP+Wi3SBuTKyDmEjdaeFOAKP6/zrG2+oDEvo6QGY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
CF7lD56sv7+dP9IheZ1bkMBgL8s5N4lJBAAPWoeJMyA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
1SOsRjyx3zQ8mXwEWCdFPwx2FmfHwtzX9tWlNc7m5yw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
jEUa1/NTjlNjjGwjMIHg7M2qpvyiFed32bFYuwCbThE=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
s2RBstlH29NeaFaxf8CsuAvUx5eV++WkQiafoN9j4Io=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Local playlist more,local-library,1
39I/0seEuWBgyLqPn9WBNFL95a1tganlWe9I8c0Ujnk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
A7Bl/3xTD03B7cSuhHLw7dxpH0mVXjOZ3ZWpMTk3rn0=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
ztk8/tvU69iV1hhGe+NFsylkcyhuXLKCQb62VPJ6Y5g=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
MVRdF+Taq/mxSIKooHS7kXlmG3mhuvepLFJyw9pXBkM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
m4/8LhEfLDojZ4aUZisRD0jU3zrFMZuj/5TCm3dT26E=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
e1pkHKJekAfwL9Hkj49R4IsXHqcMTidpyrygvGAC9Hk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
hKafl9tXAMfFXUIhY2BSWOeCxNcY5fZsZ/qyRc8wiRg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
AKBWk3mqR4wR7tRB5ZS5XnQUFbect+ItBXmVwOw/FeQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
1FyQZsBgIhK7k8emZpwu2jv6+QoAL/GAdmWlbOhc0HM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
e5czRIziN0i5OlILW1IE8iAi8iK5IJdZRVXhiKHRI+A=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
aK+kSwCqeTWUBs9c9lY5NJxV3FvFAFgfx1RqD50urHQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
aHAedFtI5mNuzkAOISUYil4EOYd8fZAjmV8mtpzBzoM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
ov1wEDvv4u2K7SEG0nq+j2KW7oHZAqcrdJZYKW7+fdY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
c2ZhAeAy5AQKLrjgrwWLU3BVJvSCIzoj07yAM8s99Jc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
rqX6zkdFO6Zt43ZFAOhppQNW6fjT0qjjzuK9ojBhYBU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
n+lbmH6aVW8wbBiwZ1M9kyhNsYkyMoqy/SnVS7S5qxM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Search,song,1
5IYTeNkn1jLw6N3wlVYVf6Q8qBPbDwGpPq7NH7Q65NA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,0
dJOw9d2r89Og5bCi68rGP5icXAbpCqxBr5H3BB9f7ZE=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
O9JRREVCqgKzOVUKLYYQS9J28rjFffbQcDsOhZY7d7o=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
0Gl/h+y2oe2/PeMP6rgyulXuTjytK6Qk0elOnTFcDYU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
IdCyqH8nlshZopeQr1QWUqNCL/DzVTXH54f47slQVN0=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
NJm0wue2AQZJ6dQFAo5GvSZM3Nn/XU4U/+wLPSwAj90=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
xi82VfgYzrPEPJP0QeOvwdJ7J4VQBB0XElDJYwXasPc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
ZgcpnhSi72XWaZHy1iGk3C6p0vGrvCr1A4mG6L7Fy8Y=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
8k3QaH0xywVneokpSmxQon4lm7vgr35jaMk8qGkUu1Y=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
PsdM3KJuyoUfYihTFjPHua4hnDRNFbl4qYNFWV2yz9M=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,0
NwwVrqZyl97lz+nt+Ufj/lRVhc+TuydNMF01EiFyB5c=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
XB1tdiedzUVsj1g8hhQvLWzaTHdI3GO5FcXB1UQcfYY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Feature,song-based-playlist,1
tCmA1Q/xBWh5prA0nTTuG5o5Ob0uRa9BFS25x46Pmiw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
Fb9IHo7LHp9Wye4IdPUBtztL+2yPExPjziG02sw1lOA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
zaTdx6mL9MrduDtRE1slcijkQeGOs3sbfvO1ozTsTUw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
n4IM93OT+ZrySJ4+9Zatbu4fDa37fgllYIP5NHCnSdQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
5n3z1BbndsJrN92eg4LZBnIgsZtpbnktQCUSqLmadOw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Local playlist more,local-library,1
3pHy2RyQ0/HYoNUhlu/ItyZuxJZwfOjGY6PpeociMxQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
IlQh6jZhw/w3CR4zlRqgoyzWZugYu7RunhfKSDQSclU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
y7ijpLFa7HAV/kqZkSjoDMuHdXU6QLAxwofBgXRDMlw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
DmrEwqvlUlBcl+8GorW2UV83e2ruqV6Pgl1frI6fPVY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
d+vzmduRJZbkWVqSPpfI+f9tu0nqNiKv5d83fveQHa8=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
c2kb/KaFregxPSliq9c8W7MPDC7j94OJpKfxLTxzmuE=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
86TbwNw84t8/2JvP5lUOu39m2MuJxp9ABBFHlRoXzgo=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
LU+NXdRNJp1L4dyDlSGjVMnr+hRLLJLS3ECXJ+xU4hI=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
uioHp1VoVZniYA8yNPBZwgUmmJVuqAJNbxY4rn22QAg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
aFKLvvAIDYmrCWTpTflGfNvoqsrkeklx5r9W8UVF2Lg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
HIPAq9dUPOSDkLjD4iLlS6aYIKIDA4oFOLYI2Gz7a2U=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
5+2d5lJCO/UsdN64++B/PLVJC70+W7XuRuXrpF/RVEo=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
12hfcPvFMSK8cFncikA1V0hJ1mx+NoPxucJNs2lhwU4=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
RbH+/4ic/C5TbTYMNfyuQfCPxJi8NUU1E2wAYl0miJc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
pouJqjNRmZOnRNzzMWWkamTKkIGHyvhl/jo4HgbncnM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
DwQLXL3Ts0a8+l9GRTBCqsBCbe95sln859meMhcrVIU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
rebaDBp9X0GUfGZsGHI0StpIxA1c86ahd3Z77CJkZEI=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,0
gYhGKfABUb7RF/Ql92O1oZCIiBApurmx46kpI9YbLv4=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,My library,local-library,1
7pOZAruBqNSYjBAcyw4qmUjMMknUJticX+0iORHBKGE=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
rGbXmjKDOsBV9n2LJEPtx4GcJS00c7Bs9ZFo6icxVJM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
JnaxNmudw7PGkYlpFp7eUy8oPyerHqM6Pw3aySFoGrw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
hULWxi63XYKIqb6o+isR9XDNF796Imv5bPVAzcZy034=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
Kup6VNdSWBeGmKcPDcwHFrAQeA7yTaLLwTh0PJxTZUg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
GXEWG/+nfyWJ5Y+1fCZG0yH5rE6agUW2/ZoAwNA1hrE=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Feature,online-playlist,1
IoXHIEpKmIVuggGPsanHMf+SmNyHGKq4PbN7B2DrWbY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Feature,online-playlist,1
0WJR7ANEgnbcVQyExFiAX5S/njslsCXyljVxNkfkdec=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
fijAinMtA1gLB/Th/uYhB/Ud92J8l/CgWnThPfv5HSc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
rUu6rZxZAIwDKmUsqLMneejOi36NYOjrHDEdZ/oZKNI=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
8hwiUha0uwVnYNYPxNZAy9DzftbVB5A1tTDxJYGjwbk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,settings,,local-library,1
F6wQD5pQ9imaiokK9wNvLSp5s+C2Bn/3XpCJrdvAQZk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
+8RH8FOMYwmUo4v9awcuXUGFDVnddDh1g0Bcvp7RNHQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,,online-playlist,0
9/0Pkeow/TTsgZWj49FcajRH3gIdCRdk8l99K4el2+o=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
Sp6tsPkD3Mo7OQD9yQLUWcpkWl9+oCQxLs9eRFBpp6w=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,0
XJP2yXndJCkmU45f2pSJXOkZlI7DR2ioTZx2h7u06tc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
icLDA4RlxXXirTXmHWYG70Fc5Gs8zmhqmEkQyGDyKAQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
YhoFphWEXYtM6OHQnKDO57vjmdLCTx0mC3e74tyvOkA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,listen with,Others profile more,listen-with,1
TxCjHMxPFp7glH4j/3ouFx7tgXfrzY1LICBWb1W2kZg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
e3JBxjcunxrvRthFdUkKY4en9+Um1GlPk8ICYNtia14=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
ee3/7oSsLbSmLRhA7Q22II7JFaSpHXulHmnVACDaG00=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
5yNGi07rFekEE3R1y2ef2VlsqUhhtSir0JYTPZtSwCM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
wuS2bcPnTXIphd4P4CPhn94KPkyNQ3MXeRs1reFKs6Q=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Feature,online-playlist,0
cBiskdKpp2vqwDMUSj74MYXz1uLZL2lsh4yzuInsH78=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
3li/EF35IMA0EgzIJBbfg8PG4WP8FhMlUMXF16YgK34=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Others profile more,song,1
wJWkzi18mWjqJq2oYuQmqfz/3dzNcQgBNym0JJjHdE4=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
28SKeXbkAY76YOD1USdw+dJwrlgDSxbHINtq8vBjv7E=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
g+theVUcEcr98NxKETtsZvdyD2OWVgqd9gN/ulB0rG0=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
m1cyohUPVsJH0CUjdPPSV9m4aNB85INs83L3pjQNgmU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Feature,online-playlist,1
HD10HKPZFa5IZHFLXQ5VtzF2fEKTo9DEmy/6nOW2WGc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
WlY+C2de39UKBu3WBFAx5KCQVoI98M9W4Br4FV6IdF4=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
qV9wHSa5vjijWrzE8s80NBsV2mcDmC340JfAoahDzzI=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
SN0bCkwnBCoeiDpQks+Q0hSZPLKHQzdEvODVasK9u5U=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
INatfgQ703kNuvFynCT1zhOVGl2EWw6YDsxYfrpFlsk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
NJcf7EuxqLnIejlLcB5A8HsNsjGWjyNLY+y60LcD248=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
h4NtvimUVzoM1T8N66ivkDNE3bHHWF3gDlcWPGGC3Cs=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,0
wjul3qwhFNyJxIU1nWXdAK6sp9+NrfoJxzWxVd5krTc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,0
UK6b9j+DEJg9yQjLsw/2SfJ7wwSm8qxXMOulhReUAoU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
dryJB4hTz6SsiLZEgptGj8xqgJTpKfmfoXfAZ+efNPQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
xqgEP35JJSgc9lyaFlhMQbUOor9RN5D5RDI/9GNT0mI=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,0
jX7SM000NQV3qxrjY6Ut7plKk0jftISfAv7Tj5fMajg=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
9K0p7Ce/dw/12CK0ZaYzrsvwsxkggnsf2dS+FGeUivk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
CMYzPJkl2n7NpCU5cSEkkXEzsbRdxQVKxi2zLivnzKM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,1
TjvQDVjhBUBq0OmXYEMOjAKvq2vdEAZ6/4oeDTrhahs=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
8Hh8B3UZRBATg+WAHfE+sZ2hHeqT7QMDr8PdiWFPESE=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
NuPgxrHdgI73CR9YxmmE15zmRGDR8Z+iXG3+Ivnr8oc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
i77qARopbSF3LYX4eqqGOD6ayK8fHftcHGy/SCjbdQc=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
lRpVblCMkTnvei9lJpXMfi/lcrPiGwbxO1v+PYGyumw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,explore,Online playlist more,online-playlist,1
0x0+ZLmbM8YfHG+60+cdxLYuWEHEWdSCHb8FIErwk68=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,search,Artist more,top-hits-for-artist,1
bxKJGEBfmhGl0uuNiNDakisbmfUKYFF55+aYhHyJmz8=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
USjIgEZiZOl07U54IlzTFWzJy0Mo3jkmulEOygKuRK0=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Feature,online-playlist,0
wCmb75GpP7r9Pf8nBq707KUdDSmSDb+swSJM22j58OM=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
vchzGWPLHqKj6n8uMvbIa2V6dEvPRLpLCd8mmhrCdwU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
zrMv9E9LQ1k7SbOX3HE67HjJDTReIStD/A8pQ6H81Vo=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
yuUdE0cu9uxIXQCg7usq00pPLHP3xrheleDi80VCb0A=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,0
AzZEHNKrDpTqTDYYdsho+24eUlK0bigsNMEjo4EfFzU=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
lIlH7pKEvkf5x0xFbaJDWOjlNUYFxkxPbt7CKP89qOA=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
ZG5NJQOq0WWoI+LxoAwYniGkOuGmal/ilikiI2MKIBY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
CQU6SwTpa1CgTBSzopJbhusY/AMMtZ86s5OwvteNG6A=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
+ITE/EbRflTSldUjM5gJamQqNZ+Df2LOZ7AnZLt51os=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
9SZ5zKackYn8VbsWCTi+DFSsraaqFZL3AhN8hpXL3u8=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
1fsRbeLLGk1FVAJ1n0zS0ps6tgzgqwSGIK1hd/m9NdY=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
QhI4GzODuSq+3onkmYCeYQkeN2c19PkVsIWxJXipRuQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
wg5HGYjBB+RsQDgTYryoXhqIJ1a+yvLRSeu57yfsYX8=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-library,1
QANHOIaEUaW7+GqhGqgGyIlkVYgV+/albWE7RNRgF+M=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,my library,Local playlist more,local-playlist,1
aHZADOkGY6b9bK4h6Xw44hJRHer0jWTkuZYupJzQ8dk=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
WL0/vvXgnNpBf5Z08oww7EkNSUeLLpgbJVy/pLCTB5k=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
4435VShO419wLOOtd6tz+gz34ueqfBVgRLq3pZ1C1xQ=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,online-playlist,1
Iww/FE2G7bEMScIpg7nB3u/ODbax6pM7iyKFQOgHzF8=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Discover Chart,online-playlist,0
